,team,from,to,elo
270860,Osasuna,2014-10-19,2014-10-21,1626.24414062
270861,Osasuna,2014-10-22,2014-10-22,1624.70227051
270862,Osasuna,2014-10-23,2014-10-23,1627.70605469
270863,Osasuna,2014-10-24,2014-10-24,1626.77587891
270864,Osasuna,2014-10-25,2014-10-25,1626.77587891
270865,Osasuna,2014-10-26,2014-10-26,1626.77587891
270866,Osasuna,2014-10-27,2014-11-02,1617.60473633
270867,Osasuna,2014-11-03,2014-11-04,1624.44165039
270868,Osasuna,2014-11-05,2014-11-05,1625.71533203
270869,Osasuna,2014-11-06,2014-11-06,1622.39831543
270870,Osasuna,2014-11-07,2014-11-08,1619.45874023
270871,Osasuna,2014-11-09,2014-11-15,1619.22314453
270872,Osasuna,2014-11-16,2014-11-22,1607.82836914
270873,Osasuna,2014-11-23,2014-11-23,1607.82836914
270874,Osasuna,2014-11-24,2014-11-25,1593.38720703
270875,Osasuna,2014-11-26,2014-11-26,1597.00476074
270876,Osasuna,2014-11-27,2014-11-27,1598.62902832
270877,Osasuna,2014-11-28,2014-11-29,1592.71069336
270878,Osasuna,2014-11-30,2014-12-06,1591.15490723
270879,Osasuna,2014-12-07,2014-12-09,1582.40576172
270880,Osasuna,2014-12-10,2014-12-10,1582.77832031
270881,Osasuna,2014-12-11,2014-12-11,1584.85876465
270882,Osasuna,2014-12-12,2014-12-14,1586.38745117
270883,Osasuna,2014-12-15,2014-12-21,1594.53405762
270884,Osasuna,2014-12-22,2015-01-03,1605.68615723
270885,Osasuna,2015-01-04,2015-01-10,1610.10449219
270886,Osasuna,2015-01-11,2015-01-17,1608.99768066
270887,Osasuna,2015-01-18,2015-01-25,1604.17016602
270888,Osasuna,2015-01-26,2015-01-31,1612.62109375
270889,Osasuna,2015-02-01,2015-02-04,1612.62109375
270890,Osasuna,2015-02-05,2015-02-07,1612.62109375
270891,Osasuna,2015-02-08,2015-02-10,1612.62109375
270892,Osasuna,2015-02-11,2015-02-14,1602.03625488
270893,Osasuna,2015-02-15,2015-02-18,1589.32495117
270894,Osasuna,2015-02-19,2015-02-19,1590.01818848
270895,Osasuna,2015-02-20,2015-02-21,1592.38635254
270896,Osasuna,2015-02-22,2015-02-24,1579.12255859
270897,Osasuna,2015-02-25,2015-02-25,1581.08105469
270898,Osasuna,2015-02-26,2015-02-26,1579.02307129
270899,Osasuna,2015-02-27,2015-02-28,1578.01782227
270900,Osasuna,2015-03-01,2015-03-07,1561.39697266
270901,Osasuna,2015-03-08,2015-03-10,1550.25463867
270902,Osasuna,2015-03-11,2015-03-14,1550.03564453
270903,Osasuna,2015-03-15,2015-03-17,1547.78015137
270904,Osasuna,2015-03-18,2015-03-18,1547.74621582
270905,Osasuna,2015-03-19,2015-03-22,1537.84033203
270906,Osasuna,2015-03-23,2015-03-29,1531.37670898
270907,Osasuna,2015-03-30,2015-04-05,1532.36486816
270908,Osasuna,2015-04-06,2015-04-12,1527.10351562
270909,Osasuna,2015-04-13,2015-04-15,1526.04040527
270910,Osasuna,2015-04-16,2015-04-16,1527.61828613
270911,Osasuna,2015-04-17,2015-04-18,1528.31506348
270912,Osasuna,2015-04-19,2015-04-21,1523.40332031
270913,Osasuna,2015-04-22,2015-04-23,1523.78283691
270914,Osasuna,2015-04-24,2015-04-25,1525.1706543
270915,Osasuna,2015-04-26,2015-05-02,1531.36010742
270916,Osasuna,2015-05-03,2015-05-05,1524.7578125
270917,Osasuna,2015-05-06,2015-05-06,1523.09228516
270918,Osasuna,2015-05-07,2015-05-07,1526.79125977
270919,Osasuna,2015-05-08,2015-05-10,1529.14990234
270920,Osasuna,2015-05-11,2015-05-12,1538.23925781
270921,Osasuna,2015-05-13,2015-05-13,1537.78869629
270922,Osasuna,2015-05-14,2015-05-14,1534.25366211
270923,Osasuna,2015-05-15,2015-05-16,1535.24694824
270924,Osasuna,2015-05-17,2015-05-19,1540.68505859
270925,Osasuna,2015-05-20,2015-05-23,1532.66516113
270926,Osasuna,2015-05-24,2015-05-27,1535.04150391
270927,Osasuna,2015-05-28,2015-05-31,1535.92297363
270928,Osasuna,2015-06-01,2015-06-06,1542.89013672
270929,Osasuna,2015-06-07,2015-06-07,1544.90917969
270930,Osasuna,2015-06-08,2015-07-30,1545.09851074
270931,Osasuna,2015-07-31,2015-08-06,1545.28234863
270932,Osasuna,2015-08-07,2015-08-19,1545.29211426
270933,Osasuna,2015-08-20,2015-08-20,1547.40612793
270934,Osasuna,2015-08-21,2015-08-22,1546.40185547
270935,Osasuna,2015-08-23,2015-08-25,1561.75402832
270936,Osasuna,2015-08-26,2015-08-27,1561.63793945
270937,Osasuna,2015-08-28,2015-08-30,1562.75732422
270938,Osasuna,2015-08-31,2015-09-06,1569.22106934
270939,Osasuna,2015-09-07,2015-09-12,1564.50891113
270940,Osasuna,2015-09-13,2015-09-15,1570.82165527
270941,Osasuna,2015-09-16,2015-09-16,1574.56274414
270942,Osasuna,2015-09-17,2015-09-17,1568.48010254
270943,Osasuna,2015-09-18,2015-09-20,1566.62658691
270944,Osasuna,2015-09-21,2015-09-26,1577.22509766
270945,Osasuna,2015-09-27,2015-09-29,1574.63244629
270946,Osasuna,2015-09-30,2015-09-30,1577.28515625
270947,Osasuna,2015-10-01,2015-10-01,1570.9263916
270948,Osasuna,2015-10-02,2015-10-04,1567.92285156
270949,Osasuna,2015-10-05,2015-10-10,1579.81237793
270950,Osasuna,2015-10-11,2015-10-17,1567.18225098
270951,Osasuna,2015-10-18,2015-10-20,1572.36230469
270952,Osasuna,2015-10-21,2015-10-21,1573.28564453
270953,Osasuna,2015-10-22,2015-10-22,1571.03405762
270954,Osasuna,2015-10-23,2015-10-25,1573.10949707
270955,Osasuna,2015-10-26,2015-11-01,1573.91088867
270956,Osasuna,2015-11-02,2015-11-03,1565.0480957
270957,Osasuna,2015-11-04,2015-11-04,1559.34313965
270958,Osasuna,2015-11-05,2015-11-05,1555.80847168
270959,Osasuna,2015-11-06,2015-11-08,1557.26293945
270960,Osasuna,2015-11-09,2015-11-15,1552.4732666
270961,Osasuna,2015-11-16,2015-11-22,1557.61157227
270962,Osasuna,2015-11-23,2015-11-24,1569.12451172
270963,Osasuna,2015-11-25,2015-11-25,1566.83032227
270964,Osasuna,2015-11-26,2015-11-26,1565.69848633
270965,Osasuna,2015-11-27,2015-11-28,1568.49328613
270966,Osasuna,2015-11-29,2015-12-06,1557.99499512
270967,Osasuna,2015-12-07,2015-12-08,1547.79174805
270968,Osasuna,2015-12-09,2015-12-09,1552.61804199
270969,Osasuna,2015-12-10,2015-12-10,1544.81030273
270970,Osasuna,2015-12-11,2015-12-13,1541.92871094
270971,Osasuna,2015-12-14,2015-12-19,1538.28283691
270972,Osasuna,2015-12-20,2016-01-02,1552.69006348
270973,Osasuna,2016-01-03,2016-01-10,1550.36120605
270974,Osasuna,2016-01-11,2016-01-16,1559.46630859
270975,Osasuna,2016-01-17,2016-01-24,1557.53503418
270976,Osasuna,2016-01-25,2016-01-31,1565.45910645
270977,Osasuna,2016-02-01,2016-02-07,1553.17980957
270978,Osasuna,2016-02-08,2016-02-14,1550.5345459
270979,Osasuna,2016-02-15,2016-02-17,1543.30004883
270980,Osasuna,2016-02-18,2016-02-18,1544.16381836
270981,Osasuna,2016-02-19,2016-02-21,1551.61206055
270982,Osasuna,2016-02-22,2016-02-23,1550.34350586
270983,Osasuna,2016-02-24,2016-02-24,1551.40673828
270984,Osasuna,2016-02-25,2016-02-25,1550.98583984
270985,Osasuna,2016-02-26,2016-02-27,1553.7890625
270986,Osasuna,2016-02-28,2016-03-05,1564.35205078
270987,Osasuna,2016-03-06,2016-03-08,1554.43811035
270988,Osasuna,2016-03-09,2016-03-10,1554.73400879
270989,Osasuna,2016-03-11,2016-03-13,1557.28015137
270990,Osasuna,2016-03-14,2016-03-15,1567.21972656
270991,Osasuna,2016-03-16,2016-03-16,1564.70581055
270992,Osasuna,2016-03-17,2016-03-17,1564.83837891
270993,Osasuna,2016-03-18,2016-03-19,1568.54443359
270994,Osasuna,2016-03-20,2016-03-26,1556.02905273
270995,Osasuna,2016-03-27,2016-04-03,1554.13024902
270996,Osasuna,2016-04-04,2016-04-06,1558.38952637
270997,Osasuna,2016-04-07,2016-04-07,1554.77087402
270998,Osasuna,2016-04-08,2016-04-10,1555.35021973
270999,Osasuna,2016-04-11,2016-04-12,1554.92370605
271000,Osasuna,2016-04-13,2016-04-14,1558.96789551
271001,Osasuna,2016-04-15,2016-04-17,1561.55639648
271002,Osasuna,2016-04-18,2016-04-24,1563.00146484
271003,Osasuna,2016-04-25,2016-04-26,1569.93200684
271004,Osasuna,2016-04-27,2016-04-27,1569.62316895
271005,Osasuna,2016-04-28,2016-04-28,1571.31518555
271006,Osasuna,2016-04-29,2016-04-30,1573.51916504
271007,Osasuna,2016-05-01,2016-05-03,1584.13684082
271008,Osasuna,2016-05-04,2016-05-04,1584.84057617
271009,Osasuna,2016-05-05,2016-05-05,1586.03894043
271010,Osasuna,2016-05-06,2016-05-07,1581.71325684
271011,Osasuna,2016-05-08,2016-05-15,1577.55993652
271012,Osasuna,2016-05-16,2016-05-18,1576.55566406
271013,Osasuna,2016-05-19,2016-05-22,1579.93029785
271014,Osasuna,2016-05-23,2016-05-25,1586.28076172
271015,Osasuna,2016-05-26,2016-05-29,1581.03869629
271016,Osasuna,2016-05-30,2016-06-04,1569.77819824
271017,Osasuna,2016-06-05,2016-06-08,1592.41430664
271018,Osasuna,2016-06-09,2016-06-11,1603.58447266
271019,Osasuna,2016-06-12,2016-06-15,1613.98388672
271020,Osasuna,2016-06-16,2016-06-18,1618.83911133
271021,Osasuna,2016-06-19,2016-07-01,1633.47143555
271022,Osasuna,2016-07-02,2016-07-30,1633.47143555
271023,Osasuna,2016-07-31,2016-08-10,1633.47143555
271024,Osasuna,2016-08-11,2016-08-13,1633.47143555
271025,Osasuna,2016-08-14,2016-08-17,1633.47143555
271026,Osasuna,2016-08-18,2016-08-18,1629.62536621
271027,Osasuna,2016-08-19,2016-08-19,1629.62536621
271028,Osasuna,2016-08-20,2016-08-20,1634.93786621
271029,Osasuna,2016-08-21,2016-08-21,1634.93786621
271030,Osasuna,2016-08-22,2016-08-23,1634.93786621
271031,Osasuna,2016-08-24,2016-08-26,1632.16210938
271032,Osasuna,2016-08-27,2016-08-27,1632.16210938
271033,Osasuna,2016-08-28,2016-08-28,1621.94567871
271034,Osasuna,2016-08-29,2016-09-10,1621.94567871
271035,Osasuna,2016-09-11,2016-09-11,1621.05102539
271036,Osasuna,2016-09-12,2016-09-13,1621.05102539
271037,Osasuna,2016-09-14,2016-09-14,1622.64880371
271038,Osasuna,2016-09-15,2016-09-15,1624.50732422
271039,Osasuna,2016-09-16,2016-09-17,1618.13977051
271040,Osasuna,2016-09-18,2016-09-18,1618.13977051
271041,Osasuna,2016-09-19,2016-09-20,1619.46520996
271042,Osasuna,2016-09-21,2016-09-21,1619.46520996
271043,Osasuna,2016-09-22,2016-09-22,1619.46520996
271044,Osasuna,2016-09-23,2016-09-23,1611.05126953
271045,Osasuna,2016-09-24,2016-09-25,1611.05126953
271046,Osasuna,2016-09-26,2016-09-27,1607.60058594
271047,Osasuna,2016-09-28,2016-09-28,1607.71716309
271048,Osasuna,2016-09-29,2016-09-29,1610.7746582
271049,Osasuna,2016-09-30,2016-10-01,1610.94555664
271050,Osasuna,2016-10-02,2016-10-02,1611.89172363
271051,Osasuna,2016-10-03,2016-10-08,1611.89172363
271052,Osasuna,2016-10-09,2016-10-14,1611.89172363
271053,Osasuna,2016-10-15,2016-10-15,1611.89172363
271054,Osasuna,2016-10-16,2016-10-16,1611.89172363
271055,Osasuna,2016-10-17,2016-10-17,1611.89172363
271056,Osasuna,2016-10-18,2016-10-18,1624.17260742
271057,Osasuna,2016-10-19,2016-10-19,1625.72558594
271058,Osasuna,2016-10-20,2016-10-20,1628.07128906
271059,Osasuna,2016-10-21,2016-10-21,1619.61779785
271060,Osasuna,2016-10-22,2016-10-23,1611.41760254
271061,Osasuna,2016-10-24,2016-10-28,1611.41760254
271062,Osasuna,2016-10-29,2016-10-30,1611.41760254
271063,Osasuna,2016-10-31,2016-11-01,1618.11450195
271064,Osasuna,2016-11-02,2016-11-02,1614.18054199
271065,Osasuna,2016-11-03,2016-11-03,1612.6607666
271066,Osasuna,2016-11-04,2016-11-05,1606.4699707
271067,Osasuna,2016-11-06,2016-11-21,1596.61413574
271068,Osasuna,2016-11-22,2016-11-22,1589.04333496
271069,Osasuna,2016-11-23,2016-11-23,1586.34667969
271070,Osasuna,2016-11-24,2016-11-24,1587.63830566
271071,Osasuna,2016-11-25,2016-11-27,1584.5213623
271072,Osasuna,2016-11-28,2016-12-04,1580.53027344
271073,Osasuna,2016-12-05,2016-12-06,1574.31164551
271074,Osasuna,2016-12-07,2016-12-07,1573.52844238
271075,Osasuna,2016-12-08,2016-12-08,1571.47180176
271076,Osasuna,2016-12-09,2016-12-10,1572.88916016
271077,Osasuna,2016-12-11,2016-12-18,1570.27111816
271078,Osasuna,2016-12-19,2017-01-09,1564.89428711
271079,Osasuna,2017-01-10,2017-01-15,1565.79711914
271080,Osasuna,2017-01-16,2017-01-22,1569.80334473
271081,Osasuna,2017-01-23,2017-01-27,1566.37097168
271082,Osasuna,2017-01-28,2017-02-05,1567.65319824
271083,Osasuna,2017-02-06,2017-02-11,1565.55957031
271084,Osasuna,2017-02-12,2017-02-14,1563.86242676
271085,Osasuna,2017-02-15,2017-02-15,1555.99365234
271086,Osasuna,2017-02-16,2017-02-16,1556.6751709
271087,Osasuna,2017-02-17,2017-02-19,1549.23071289
271088,Osasuna,2017-02-20,2017-02-21,1544.88842773
271089,Osasuna,2017-02-22,2017-02-22,1547.31726074
271090,Osasuna,2017-02-23,2017-02-23,1547.4387207
271091,Osasuna,2017-02-24,2017-02-26,1548.66662598
271092,Osasuna,2017-02-27,2017-03-01,1543.92126465
271093,Osasuna,2017-03-02,2017-03-05,1534.77087402
271094,Osasuna,2017-03-06,2017-03-07,1529.55236816
271095,Osasuna,2017-03-08,2017-03-08,1530.41149902
271096,Osasuna,2017-03-09,2017-03-09,1539.78356934
271097,Osasuna,2017-03-10,2017-03-13,1540.49108887
271098,Osasuna,2017-03-14,2017-03-14,1542.97021484
271099,Osasuna,2017-03-15,2017-03-15,1537.29833984
271100,Osasuna,2017-03-16,2017-03-16,1536.91577148
271101,Osasuna,2017-03-17,2017-03-18,1540.56433105
271102,Osasuna,2017-03-19,2017-04-01,1535.77209473
271103,Osasuna,2017-04-02,2017-04-05,1531.12609863
271104,Osasuna,2017-04-06,2017-04-09,1544.93676758
271105,Osasuna,2017-04-10,2017-04-11,1552.70483398
271106,Osasuna,2017-04-12,2017-04-12,1547.27429199
271107,Osasuna,2017-04-13,2017-04-13,1550.52099609
271108,Osasuna,2017-04-14,2017-04-15,1550.67211914
271109,Osasuna,2017-04-16,2017-04-18,1549.42919922
271110,Osasuna,2017-04-19,2017-04-19,1551.99645996
271111,Osasuna,2017-04-20,2017-04-20,1550.41247559
271112,Osasuna,2017-04-21,2017-04-22,1552.17907715
271113,Osasuna,2017-04-23,2017-04-26,1551.3828125
271114,Osasuna,2017-04-27,2017-04-30,1550.15966797
271115,Osasuna,2017-05-01,2017-05-04,1550.51135254
271116,Osasuna,2017-05-05,2017-05-07,1548.91040039
271117,Osasuna,2017-05-08,2017-05-11,1543.88244629
271118,Osasuna,2017-05-12,2017-05-13,1543.7911377
271119,Osasuna,2017-05-14,2017-05-20,1550.23547363
271120,Osasuna,2017-05-21,2017-06-03,1546.5657959
271121,Osasuna,2017-06-04,2017-07-01,1549.22094727
271122,Osasuna,2017-07-02,2017-07-27,1549.22094727
271123,Osasuna,2017-07-28,2017-08-03,1549.19592285
271124,Osasuna,2017-08-04,2017-08-16,1550.1907959
271125,Osasuna,2017-08-17,2017-08-17,1551.703125
271126,Osasuna,2017-08-18,2017-08-19,1552.80712891
271127,Osasuna,2017-08-20,2017-08-22,1549.21337891
271128,Osasuna,2017-08-23,2017-08-24,1548.87719727
271129,Osasuna,2017-08-25,2017-08-26,1549.10961914
271130,Osasuna,2017-08-27,2017-09-02,1541.04821777
271131,Osasuna,2017-09-03,2017-09-10,1539.67163086
271132,Osasuna,2017-09-11,2017-09-12,1559.38244629
271133,Osasuna,2017-09-13,2017-09-13,1561.26953125
271134,Osasuna,2017-09-14,2017-09-14,1562.57470703
271135,Osasuna,2017-09-15,2017-09-16,1563.29370117
271136,Osasuna,2017-09-17,2017-09-23,1569.03527832
271137,Osasuna,2017-09-24,2017-09-26,1570.19116211
271138,Osasuna,2017-09-27,2017-09-27,1572.80456543
271139,Osasuna,2017-09-28,2017-09-28,1570.11547852
271140,Osasuna,2017-09-29,2017-10-01,1561.70544434
271141,Osasuna,2017-10-02,2017-10-07,1572.29528809
271142,Osasuna,2017-10-08,2017-10-12,1586.44226074
271143,Osasuna,2017-10-13,2017-10-15,1589.50256348
271144,Osasuna,2017-10-16,2017-10-17,1590.7635498
271145,Osasuna,2017-10-18,2017-10-18,1583.15356445
271146,Osasuna,2017-10-19,2017-10-19,1581.16821289
271147,Osasuna,2017-10-20,2017-10-20,1578.65136719
271148,Osasuna,2017-10-21,2017-10-29,1573.7121582
271149,Osasuna,2017-10-30,2017-10-31,1576.00427246
271150,Osasuna,2017-11-01,2017-11-01,1571.13806152
271151,Osasuna,2017-11-02,2017-11-02,1568.79833984
271152,Osasuna,2017-11-03,2017-11-05,1571.84448242
271153,Osasuna,2017-11-06,2017-11-10,1569.50805664
271154,Osasuna,2017-11-11,2017-11-19,1576.91003418
271155,Osasuna,2017-11-20,2017-11-21,1564.5604248
271156,Osasuna,2017-11-22,2017-11-22,1565.92114258
271157,Osasuna,2017-11-23,2017-11-23,1568.21459961
271158,Osasuna,2017-11-24,2017-11-26,1571.65368652
271159,Osasuna,2017-11-27,2017-12-05,1564.65759277
271160,Osasuna,2017-12-06,2017-12-06,1565.84448242
271161,Osasuna,2017-12-07,2017-12-07,1564.43457031
271162,Osasuna,2017-12-08,2017-12-10,1557.02880859
271163,Osasuna,2017-12-11,2017-12-16,1550.81750488
271164,Osasuna,2017-12-17,2017-12-20,1548.08581543
271165,Osasuna,2017-12-21,2018-01-07,1555.26635742
271166,Osasuna,2018-01-08,2018-01-14,1563.23608398
271167,Osasuna,2018-01-15,2018-01-18,1570.40270996
271168,Osasuna,2018-01-19,2018-01-21,1554.1817627
271169,Osasuna,2018-01-22,2018-01-28,1558.16931152
271170,Osasuna,2018-01-29,2018-02-02,1553.38720703
271171,Osasuna,2018-02-03,2018-02-10,1551.87939453
271172,Osasuna,2018-02-11,2018-02-14,1560.55883789
271173,Osasuna,2018-02-15,2018-02-15,1562.28173828
271174,Osasuna,2018-02-16,2018-02-17,1562.54089355
271175,Osasuna,2018-02-18,2018-02-20,1558.34387207
271176,Osasuna,2018-02-21,2018-02-21,1558.5390625
271177,Osasuna,2018-02-22,2018-02-22,1558.61962891
271178,Osasuna,2018-02-23,2018-02-23,1552.60046387
271179,Osasuna,2018-02-24,2018-03-03,1544.63928223
271180,Osasuna,2018-03-04,2018-03-06,1551.43933105
271181,Osasuna,2018-03-07,2018-03-08,1553.16967773
271182,Osasuna,2018-03-09,2018-03-11,1551.47998047
271183,Osasuna,2018-03-12,2018-03-13,1552.10913086
271184,Osasuna,2018-03-14,2018-03-14,1557.40649414
271185,Osasuna,2018-03-15,2018-03-15,1559.26171875
271186,Osasuna,2018-03-16,2018-03-17,1557.33642578
271187,Osasuna,2018-03-18,2018-03-25,1546.92211914
271188,Osasuna,2018-03-26,2018-04-01,1559.51269531
271189,Osasuna,2018-04-02,2018-04-03,1549.10583496
271190,Osasuna,2018-04-04,2018-04-04,1553.00891113
271191,Osasuna,2018-04-05,2018-04-05,1554.35327148
271192,Osasuna,2018-04-06,2018-04-07,1555.34143066
271193,Osasuna,2018-04-08,2018-04-10,1557.66577148
271194,Osasuna,2018-04-11,2018-04-11,1551.78442383
271195,Osasuna,2018-04-12,2018-04-12,1549.91296387
271196,Osasuna,2018-04-13,2018-04-15,1549.76147461
271197,Osasuna,2018-04-16,2018-04-22,1545.43847656
271198,Osasuna,2018-04-23,2018-04-25,1546.22363281
271199,Osasuna,2018-04-26,2018-04-26,1548.83630371
271200,Osasuna,2018-04-27,2018-04-28,1549.46496582
271201,Osasuna,2018-04-29,2018-05-01,1545.46899414
271202,Osasuna,2018-05-02,2018-05-03,1545.47399902
271203,Osasuna,2018-05-04,2018-05-06,1546.90856934
271204,Osasuna,2018-05-07,2018-05-12,1559.60083008
271205,Osasuna,2018-05-13,2018-05-16,1565.56384277
271206,Osasuna,2018-05-17,2018-05-20,1567.87365723
271207,Osasuna,2018-05-21,2018-05-26,1569.63256836
271208,Osasuna,2018-05-27,2018-05-27,1571.95703125
271209,Osasuna,2018-05-28,2018-06-02,1574.71411133
271210,Osasuna,2018-06-03,2018-07-26,1566.36853027
271211,Osasuna,2018-07-27,2018-08-02,1566.51525879
271212,Osasuna,2018-08-03,2018-08-09,1566.55908203
271213,Osasuna,2018-08-10,2018-08-16,1566.55334473
271214,Osasuna,2018-08-17,2018-08-19,1566.71875
271215,Osasuna,2018-08-20,2018-08-23,1558.14819336
271216,Osasuna,2018-08-24,2018-08-26,1558.30993652
271217,Osasuna,2018-08-27,2018-08-30,1553.80212402
271218,Osasuna,2018-08-31,2018-09-02,1554.03479004
271219,Osasuna,2018-09-03,2018-09-08,1544.47375488
271220,Osasuna,2018-09-09,2018-09-15,1551.31164551
271221,Osasuna,2018-09-16,2018-09-18,1543.49523926
271222,Osasuna,2018-09-19,2018-09-19,1546.10021973
271223,Osasuna,2018-09-20,2018-09-20,1544.55505371
271224,Osasuna,2018-09-21,2018-09-22,1543.4777832
271225,Osasuna,2018-09-23,2018-09-30,1550.79919434
271226,Osasuna,2018-10-01,2018-10-02,1548.20593262
271227,Osasuna,2018-10-03,2018-10-03,1545.72155762
271228,Osasuna,2018-10-04,2018-10-04,1549.67114258
271229,Osasuna,2018-10-05,2018-10-08,1547.29382324
271230,Osasuna,2018-10-09,2018-10-13,1550.10290527
271231,Osasuna,2018-10-14,2018-10-20,1557.09985352
271232,Osasuna,2018-10-21,2018-10-23,1550.34277344
271233,Osasuna,2018-10-24,2018-10-24,1550.28820801
271234,Osasuna,2018-10-25,2018-10-25,1545.98059082
271235,Osasuna,2018-10-26,2018-10-28,1551.32055664
271236,Osasuna,2018-10-29,2018-11-03,1550.89196777
271237,Osasuna,2018-11-04,2018-11-06,1558.59472656
271238,Osasuna,2018-11-07,2018-11-07,1559.35046387
271239,Osasuna,2018-11-08,2018-11-08,1562.24182129
271240,Osasuna,2018-11-09,2018-11-10,1561.28796387
271241,Osasuna,2018-11-11,2018-11-17,1568.73950195
271242,Osasuna,2018-11-18,2018-11-24,1576.25134277
271243,Osasuna,2018-11-25,2018-11-27,1569.45007324
271244,Osasuna,2018-11-28,2018-11-28,1571.83520508
271245,Osasuna,2018-11-29,2018-11-29,1573.29992676
271246,Osasuna,2018-11-30,2018-12-02,1569.3972168
271247,Osasuna,2018-12-03,2018-12-08,1573.48669434
271248,Osasuna,2018-12-09,2018-12-11,1575.30065918
271249,Osasuna,2018-12-12,2018-12-12,1572.11010742
271250,Osasuna,2018-12-13,2018-12-13,1566.40454102
271251,Osasuna,2018-12-14,2018-12-16,1567.29467773
271252,Osasuna,2018-12-17,2018-12-23,1573.58276367
271253,Osasuna,2018-12-24,2019-01-06,1580.69641113
271254,Osasuna,2019-01-07,2019-01-12,1587.17041016
271255,Osasuna,2019-01-13,2019-01-20,1573.39099121
271256,Osasuna,2019-01-21,2019-01-26,1580.17858887
